address,lat,long,district
"AM Clinic, 115, Phố Trung Phụng, Phường Thổ Quan, Phường Trung Phụng, Quận Đống Đa, Thành phố Hà Nội, 10000, Việt Nam",21.017,105.836,đống đa
"AOBONGDA.NET - Showroom 2, 309, Phan Bá Vành, Phường Cổ Nhuế 1, Phường Phú Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.053,105.772,bắc từ liêm
"ATM - BIDV Trần Đăng Ninh, 0, Phố Trần Đăng Ninh, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.04,105.791,cầu giấy
"ATM - BIDV, 111, Phố Hoàng Đạo Thúy, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.01,105.8,cầu giấy
"ATM - BIDV, 116, Đường Thanh Bình, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.981,105.779,hà đông
"ATM - BIDV, 13B, Phố Phan Huy Chú, Phường Phan Chu Trinh, Phường Phạm Đình Hổ, Quận Hoàn Kiếm, Thành phố Hà Nội, 043, Việt Nam",21.019,105.857,hoàn kiếm
"ATM - BIDV, 164, Phố Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.986,105.853,hoàng mai
"ATM - BIDV, 177, Phố Đội Cấn, Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.035,105.825,ba đình
"ATM - BIDV, 250, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, 11617, Việt Nam",20.995,105.857,hai bà trưng
"ATM - BIDV, 8, Đường Quang Trung, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.972,105.777,hà đông
"ATM - BIDV, Khu, Đường Võ Văn Kiệt, Huyện Đông Anh, Thành phố Hà Nội, 124115, Việt Nam",21.116,105.779,
"ATM - Vietcombank, 106, Phố Nguyễn An Ninh, Hoàng Mai, Thành phố Hà Nội, 1000000, Việt Nam",20.991,105.845,hoàng mai
"ATM - Vietcombank, 110, Phố Thái Thịnh, Phường Ngã Tư Sở, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội, 123025, Việt Nam",21.01,105.819,đống đa
"ATM - Vietcombank, 147, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Cầu Giấy, Quận Bắc Từ Liêm, Thành phố Hà Nội, 1000, Việt Nam",21.046,105.796,bắc từ liêm
"ATM - Vietcombank, 183, Đường Hoàng Hoa Thám, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.041,105.822,ba đình
"ATM - Vietcombank, 486, Ngõ 12, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.961,105.762,hà đông
"ATM - Vietcombank, 50B, Phố Châu Long, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.043,105.842,ba đình
"ATM - Vietcombank, 78, Phố Nguyễn Du, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, 084 04, Việt Nam",21.02,105.844,hai bà trưng
"ATM - Vietcombank, 82, Phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.015,105.853,hai bà trưng
"ATM - Vietcombank, Khu, Đường Huỳnh Tấn Phát, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.031,105.908,long biên
"ATM - Vietcombank, Km12+800, Quốc lộ 3, Đông Anh, Thành phố Hà Nội, Việt Nam",21.15,105.848,
"ATM AGRIBANK, Đường Nguyễn Văn Linh, Tổ 11 Sài Đồng, Phường Sài Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.031,105.912,long biên
"ATM AGRIBANK, Đường Nguyễn Đức Thuận, Khu tập thể Kho B, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.022,105.936,
"Adam store, Đường Thanh Niên, Phường Trúc Bạch, Phường Yên Phụ, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.043,105.836,ba đình
"Adore Shoes - Giày Xuất Xịn, 107,A1, Phố Thành Công, Thành Công, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, +842435373535, Việt Nam",21.02,105.813,ba đình
"Adsun Hà Nội, 16/58, Ngõ 56 Trần Vỹ, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.04,105.773,cầu giấy
"Agribank ATM, Đường Nguyễn Trãi, Quận Thanh Xuân, Thành phố Hà Nội, 120406, Việt Nam",20.987,105.797,thanh xuân
"Agribank Ngân hàng Nông nghiệp và Phát triển nông thôn chi nhánh Tản Lĩnh, Đường tỉnh 414, Ba Vì, Thành phố Hà Nội, Việt Nam",21.125,105.391,
"Agribank, Phố Lê Lợi, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.146,105.505,
"Agribank, Phố Sài Đồng, Tổ 11 Sài Đồng, Sài Đồng, Phường Sài Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.034,105.91,long biên
"Agribank, Thiên Đức, Huyện Đông Anh, Thành phố Hà Nội, 0947733060, Việt Nam",21.094,105.895,
"Aha Cafe, Ngõ Nguyễn Hữu Huân, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Thành phố Hà Nội, 110905, Việt Nam",21.033,105.855,hoàn kiếm
"Aha Cafe, Phố Hồng Tiến, Ái Mộ, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.044,105.873,long biên
"Aha Cafe, Phố Tống Duy Tân, Hàng Bông, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội, 111103, Việt Nam",21.029,105.843,hoàn kiếm
"Aha Café, Phố Hàng Mã, Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội, 111501, Việt Nam",21.037,105.849,hoàn kiếm
"Aha Coffee, 38, Phố Duy Tân, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.031,105.785,cầu giấy
"Aha Coffee, Ngõ 95 Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 100100, Việt Nam",21.016,105.823,đống đa
"Airport Taxi, 1, Phố Quang Trung, Hàng Trống, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội, 084 04, Việt Nam",21.026,105.85,hoàn kiếm
"Alpha-Best, Ngõ 83 Trần Duy Hưng, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.011,105.801,cầu giấy
"Amber Riverside, Ngõ 622 Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, 11622, Việt Nam",20.998,105.871,hai bà trưng
"An Bình City, Quận Cầu Giấy, Quận Bắc Từ Liêm, Thành phố Hà Nội, 122863, Việt Nam",21.05,105.78,bắc từ liêm
"An Lạc, Ngõ 67, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, 120406, Việt Nam",20.987,105.789,nam từ liêm
"An Nhiên Cơm Chay Văn Phòng, Ngõ 41 Phố Đông Tác, Phường Kim Liên, Quận Đống Đa, Thành phố Hà Nội, 1000000, Việt Nam",21.004,105.834,đống đa
"An Pho Hotel, Phố Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, 122863, Việt Nam",21.03,105.775,nam từ liêm
"An Phước, 27A, Phố Trần Hưng Đạo, Hàng Bài, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội, 043, Việt Nam",21.02,105.855,hoàn kiếm
"An Đào A, Ngõ 239, Huyện Gia Lâm, Thành phố Hà Nội, 1310, Việt Nam",21.004,105.938,
"Anh Hoàng, Đường Quang Trung, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.962,105.764,hà đông
"Anh Tuấn, Phố Vũ Hữu, Quận Thanh Xuân, Quận Nam Từ Liêm, Thành phố Hà Nội, 1000001, Việt Nam",20.998,105.796,nam từ liêm
"Anh Văn, Đường Quang Trung, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.967,105.772,hà đông
"Anh ngữ ATEN, tên tạm (đường bờ sông), Hoàng Mai, Thành phố Hà Nội, 1000000, Việt Nam",20.989,105.844,hoàng mai
"Anh thành, Phố Nguyễn Viết Xuân, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.969,105.767,hà đông
"Anh thịnh, Phố Nguyễn Văn Lộc, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.982,105.783,hà đông
"Anh tuấn, Phố Bà Triệu, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.97,105.781,hà đông
"Anh tuấn, Phố Văn Phú, Khu đô thị Văn Phú, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.964,105.768,hà đông
"Anh viện Áo cưới Romance, Đường Cầu Diễn, Phường Minh Khai, Phường Xuân Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.052,105.735,bắc từ liêm
"Anh vũ, Phố Bạch Thái Bưởi, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.97,105.788,hà đông
"Anh Đào 1, Vinhomes Riverside, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.047,105.912,long biên
"Anh Đào 11, Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.048,105.914,long biên
"Anh Đào 3, Vinhomes Riverside, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.046,105.912,long biên
"Anh Đào 5, Vinhomes Riverside, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.045,105.912,long biên
"Anh Đào 6, Vinhomes Riverside, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.047,105.913,long biên
"Anh Đào 8, Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.044,105.913,long biên
"Anh Đào 9, Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.048,105.915,long biên
"Anh Đào 9, Vinhomes Riverside, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.047,105.914,long biên
"Anland Complex 1, Phố Nguyễn Thanh Bình, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.977,105.761,hà đông
"Ao sen, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.983,105.787,hà đông
"Artbook Coffee, 53, Phố Đinh Tiên Hoàng, Hàng Bạc, Phường Hàng Bạc, Quận Hoàn Kiếm, Thành phố Hà Nội, 110905, Việt Nam",21.032,105.853,hoàn kiếm
"Atelier Coffee, Phố Tôn Thất Thiệp, Điện Biên, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội, 111103, Việt Nam",21.03,105.843,ba đình
"Athena coffee phố nghệ, Quốc lộ 1, Huyện Phú Xuyên, Thành phố Hà Nội, Việt Nam",20.749,105.911,
"Atlanta Residences, 49, Phố Hàng Chuối, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.016,105.858,hai bà trưng
"Au Delice - Le restaurant d'Arthur, Phố Ngô Quyền, Phường Hàng Bài, Phường Phạm Đình Hổ, Quận Hoàn Kiếm, Thành phố Hà Nội, 043, Việt Nam",21.019,105.853,hoàn kiếm
"B-52, Ngõ 135 Đội Cấn, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.036,105.828,ba đình
"B1, S1, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.049,105.801,cầu giấy
"B10 Kim Liên, Phố Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Thành phố Hà Nội, 10999, Việt Nam",21.009,105.835,đống đa
"B10 Nam Trung Yên, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.013,105.79,cầu giấy
"B11B, Phố Đinh Núp, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.012,105.791,cầu giấy
"B11C, Phố Nguyễn Quốc Trị, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.011,105.79,nam từ liêm
"B11D, Phố Nguyễn Quốc Trị, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.012,105.789,nam từ liêm
"B3A, Phố Mạc Thái Tổ, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.016,105.788,nam từ liêm
"B3B, Butmirska Cesta, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.015,105.788,nam từ liêm
"B3D, Phố Mạc Thái Tổ, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.015,105.787,nam từ liêm
"B52, Phố Nguyễn Thị Định, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.008,105.805,cầu giấy
"B6A, Phố Đinh Núp, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.014,105.789,cầu giấy
"B6C, Phố Nguyễn Chánh, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.016,105.789,cầu giấy
"B7, 黎文献街, Phường Đức Thắng, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.075,105.774,bắc từ liêm
"B9, Phố Ngọc Hà, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.039,105.829,ba đình
"BIDV Dịch Vọng, Ngõ 255 Cầu Giấy, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.034,105.796,cầu giấy
"BIDV Hà Thành, 74, Phố Thợ Nhuộm, Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, 084 04, Việt Nam",21.024,105.847,hoàn kiếm
"BIDV, Phố Sài Đồng, Tổ 11 Sài Đồng, Phường Phúc Đồng, Phường Sài Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.033,105.909,long biên
"BIDV, Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.049,105.883,long biên
"BIDV, Đường Trần Khát Chân, Phường Bạch Đằng, Quận Hai Bà Trưng, Thành phố Hà Nội, 11415, Việt Nam",21.009,105.863,hai bà trưng
"BME House #8, Ngõ 124 Hoàng Ngân, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.01,105.807,cầu giấy
"BT 18, Phố Nghĩa Đô, Phường Xuân La, Quận Cầu Giấy, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.053,105.794,tây hồ
"BVĐK Hồng Ngọc, T10 Kangnam, Phố Mạc Thái Tổ, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.015,105.786,nam từ liêm
"Ba Ba, 95, Ngõ 93, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.046,105.801,cầu giấy
"Ba Đình, Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội, 11150, Việt Nam",21.035,105.815,ba đình
"Babylon Garden Inn, Phố Hàng Chiếu, Phường Đồng Xuân, Quận Hoàn Kiếm, Thành phố Hà Nội, 111501, Việt Nam",21.037,105.851,hoàn kiếm
"Bac A Bank, Yên Xá, Thanh Trì, Thành phố Hà Nội, 193824, Việt Nam",20.965,105.794,
"Bac A Bank, Đường Lạc Long Quân, Nhật Tân, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội, 11200, Việt Nam",21.081,105.818,tây hồ
"Bach Tung Diep Hotel, Phố Hàng Thiếc, Hàng Bồ, Phường Hàng Gai, Quận Hoàn Kiếm, Thành phố Hà Nội, 844, Việt Nam",21.033,105.848,hoàn kiếm
"Ban Cong Deli, 18, Phố Quảng An, Quảng An, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.056,105.822,tây hồ
"Ban Cơ yếu Chính phủ, Ngõ 107 Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, 170, Việt Nam",21.016,105.807,đống đa
"Ban Quản lý Quảng trường Ba Đình, Đường Điện Biên Phủ, Điện Biên, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội, 111103, Việt Nam",21.035,105.838,ba đình
"Ban Tổ chức Trung ương, 2A, Phố Hoàng Văn Thụ, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.039,105.838,ba đình
"Ban Tổn giáo Chính phú, Phố Dương Đình Nghệ, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.021,105.784,cầu giấy
"Banana Playground, UNIS Road, Khu đô thị Nam Thăng Long, Phường Phú Thượng, Quận Tây Hồ, Thành phố Hà Nội, 124224, Việt Nam",21.076,105.804,tây hồ
"BananaInnHostel, Phố Hàng Giầy, Hàng Buồm, Phường Hàng Buồm, Quận Hoàn Kiếm, Thành phố Hà Nội, 0084, Việt Nam",21.035,105.851,hoàn kiếm
"Bee Coffee, Ngõ 135 Đội Cấn, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.036,105.829,ba đình
"Beer, Phố Quảng Bá, Nhật Tân, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội, 11200, Việt Nam",21.073,105.82,tây hồ
"Bia Giang Trọc, 49, Ngõ 279 Đội Cấn, Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.038,105.821,ba đình
"Bia Hoi Ha Noi, Ngõ 39, Chương Dương, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội, 110905, Việt Nam",21.03,105.859,hoàn kiếm
"Bia Hoi, Ngõ 2, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.049,105.877,long biên
"Bia Khu 9, Phố Lương Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, Thành phố Hà Nội, 11415, Việt Nam",21.013,105.863,hai bà trưng
"Bia hoi duy thái, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.061,105.784,bắc từ liêm
"Bia hơi Hải Xồm, Đường Hoàng Quốc Việt, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.046,105.803,cầu giấy
"Bia hơi Lan Chín, Phố Tăng Bạt Hổ, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, 11415, Việt Nam",21.018,105.858,hai bà trưng
"Bia hơi Thượng Hải Quán, Ngõ 17 Cổ Linh, Tự Đình, Phường Long Biên, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.03,105.891,long biên
"Bia hơi Vườn Cau, Đường Xuân Tảo, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.051,105.797,tây hồ
"Biblio Cafe Sach, Phố Phúc La, Khu đô thị Xa La, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.961,105.793,hà đông
"Birdcage, Đường Nườc Phấn Lan, Từ Liên, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.072,105.83,tây hồ
"Blue Bird Nest, Phố Đặng Dung, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.042,105.841,ba đình
"Blue Note, Ngõ 93 Đội Cấn, Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.035,105.829,ba đình
"Boo, 308, Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, 10999, Việt Nam",21.012,105.849,hai bà trưng
"Boutique Hotel, Phố Thanh Hà, Phường Đồng Xuân, Quận Hoàn Kiếm, Thành phố Hà Nội, 111501, Việt Nam",21.038,105.852,hoàn kiếm
"Bun Bieu 25K, Phố Nguyễn Thiếp, Phường Đồng Xuân, Quận Hoàn Kiếm, Thành phố Hà Nội, 100999, Việt Nam",21.039,105.85,hoàn kiếm
"Bun Cha, Obama, Phố Lê Văn Hưu, Phường Phan Chu Trinh, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.018,105.854,hai bà trưng
"Bun Long a Cay, Phố Quang Trung, Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, 084 04, Việt Nam",21.023,105.849,hoàn kiếm
"Bun Long, Ngõ 31 Xuân Diệu, Quảng An, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.063,105.829,tây hồ
"Burger & Buns, 231, Đường Âu Cơ, Quảng An, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.067,105.827,tây hồ
"Bác việt, Ngách 35 Ngõ Trạm Điện, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.958,105.758,hà đông
"Bách Anh, 52, Phố Chùa Hà, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.036,105.795,cầu giấy
"Bách Tùng PS, 78, Đường Lương Thế Vinh, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.989,105.798,thanh xuân
